,Место отбора проб,"Сод. Cl соед., мг/дм3",Дата
3538,АСН 1-6,43.6,2022-12-05 22:00:00
3540,КСУ СУТ,55.6,2022-12-05 23:00:00
3541,КСУ БЕН-2,110.4,2022-12-06 04:00:00
3542,БМ,2951.8,2022-12-06 06:00:00
3543,АСН-2,44.3,2022-12-06 08:10:00
3544,КСУ БЕН-5,99.3,2022-12-06 10:00:00
3545,КСУ БЕН-7,105.2,2022-12-06 16:00:00
3547,КСУ БЕН-1,132.1,2022-12-06 22:00:00
3549,КСУ СУТ,119.5,2022-12-06 23:00:00
3550,АСН -2,34.9,2022-12-07 00:20:00
3551,КСУ БЕН-3,104.9,2022-12-07 04:00:00
3552,БМ,2432.1,2022-12-07 06:00:00
3553,АСН-1,72.4,2022-12-07 08:20:00
3554,КСУ БЕН-6,117.9,2022-12-07 10:00:00
3555,КСУ БЕН-1,120.2,2022-12-07 16:00:00
3557,КСУ БЕН-1,84.7,2022-12-07 22:00:00
3559,КСУ СУТ,73.9,2022-12-07 23:00:00
3560,КСУ БЕН-5,108.1,2022-12-08 04:00:00
3561,БМ,4261.8,2022-12-08 06:00:00
3562,АСН-1,36.8,2022-12-08 09:35:00
3563,КСУ БЕН-7,100.5,2022-12-08 10:00:00
3564,АСН-1,35.3,2022-12-08 14:35:00
3565,КСУ БЕН-9,154.9,2022-12-08 16:00:00
3567,АСН 1-6,36.1,2022-12-08 22:00:00
3569,КСУ СУТ,40.4,2022-12-08 23:00:00
3570,КСУ БЕН-5,95.5,2022-12-09 04:00:00
3571,БМ,4726.5,2022-12-09 06:00:00
3572,АСН-1,51.1,2022-12-09 08:05:00
3573,КСУ БЕН-5,83.2,2022-12-09 10:00:00
3574,КСУ БЕН-7,84.8,2022-12-09 16:00:00
3576,АСН 1-6,25.8,2022-12-09 22:00:00
3578,КСУ СУТ,32.8,2022-12-09 23:00:00
3579,КСУ БЕН-3,88.5,2022-12-10 04:00:00
3580,БМ,3536.3,2022-12-10 06:00:00
3581,АСН-2,40.6,2022-12-10 08:10:00
3582,КСУ БЕН-4,95.2,2022-12-10 10:00:00
3583,КСУ БЕН-9,104.8,2022-12-10 16:00:00
3585,АСН 1-6,31.3,2022-12-10 22:00:00
3587,КСУ СУТ,38.6,2022-12-10 23:00:00
3588,КСУ БЕН-4,123.4,2022-12-11 04:00:00
3589,БМ,4109.5,2022-12-11 06:00:00
3590,КСУ БЕН-6,94.5,2022-12-11 10:00:00
3591,АСН-1,16.1,2022-12-11 14:15:00
3592,КСУ БЕН-3,84.4,2022-12-11 16:00:00
3594,АСН 1-6,29.9,2022-12-11 22:00:00
3596,КСУ СУТ,38.6,2022-12-11 23:00:00
3597,КСУ БЕН-3,95.6,2022-12-12 04:00:00
3598,БМ,3039.9,2022-12-12 06:00:00
3599,АСН-1,34.7,2022-12-12 08:10:00
3600,КСУ БЕН-4,97.6,2022-12-12 10:00:00
3601,КСУ БЕН-3,87.4,2022-12-12 13:30:00
3602,АСН-1,30.3,2022-12-12 14:10:00
3603,КСУ БЕН-9,106.7,2022-12-12 16:00:00
3605,КСУ БЕН-2,126.2,2022-12-12 22:00:00
3606,АСН-1,85.5,2022-12-12 22:30:00
3609,КСУ СУТ,63.1,2022-12-12 23:00:00
3610,АСН-2,68.4,2022-12-13 02:40:00
3611,КСУ БЕН-5,109.8,2022-12-13 04:00:00
3612,БМ,3749.3,2022-12-13 06:00:00
3613,АСН-2,42.9,2022-12-13 08:10:00
3614,КСУ БЕН-9,97.6,2022-12-13 10:00:00
3615,АСН-1,51.1,2022-12-13 14:10:00
3616,КСУ БЕН-1,96.8,2022-12-13 16:00:00
3618,АСН 1-6,36.4,2022-12-13 22:00:00
3620,КСУ СУТ,135.8,2022-12-13 23:00:00
3621,КСУ БЕН-6,87.5,2022-12-14 04:00:00
3622,БМ,4864.3,2022-12-14 06:00:00
3623,КСУ БЕН-7,80.4,2022-12-14 10:00:00
3624,АСН-1,36.8,2022-12-14 14:20:00
3625,КСУ БЕН-5,86.5,2022-12-14 16:00:00
3627,АСН 1-6,45.3,2022-12-14 22:00:00
3629,КСУ СУТ,119.5,2022-12-14 23:00:00
3630,КСУ БЕН-5,96.1,2022-12-15 04:00:00
3631,БМ,5380.6,2022-12-15 06:00:00
3632,КСУ БЕН-7,84.4,2022-12-15 10:00:00
3633,АСН-1,50.2,2022-12-15 14:30:00
3634,КСУ БЕН-8,92,2022-12-15 16:00:00
3636,АСН 1-6,46.1,2022-12-15 22:00:00
3638,КСУ СУТ,33.6,2022-12-15 23:00:00
3639,КСУ БЕН-4,154.5,2022-12-16 04:00:00
3640,БМ,4453.9,2022-12-16 06:00:00
3641,АСН-1,51.9,2022-12-16 08:15:00
3642,КСУ БЕН-6,101.2,2022-12-16 10:00:00
3643,КСУ БЕН-6,88.1,2022-12-16 16:00:00
3645,АСН 1-6,66.6,2022-12-16 22:00:00
3647,АСН-2,53.5,2022-12-16 23:30:00
3648,КСУ СУТ,121.2,2022-12-16 23:00:00
3649,БМ,4236.1,2022-12-17 02:00:00
3650,КСУ БЕН-4,91.3,2022-12-17 04:00:00
3651,БМ,3298.6,2022-12-17 06:00:00
3652,АСН-1,46.7,2022-12-17 08:35:00
3653,КСУ БЕН-7,105.3,2022-12-17 10:00:00
3654,АСН-2,44.9,2022-12-17 14:20:00
3655,КСУ БЕН-1,88.8,2022-12-17 16:00:00
3657,АСН 1-6,34,2022-12-17 22:00:00
3659,КСУ СУТ,68.8,2022-12-17 23:00:00
3660,КСУ БЕН-4,102.7,2022-12-18 04:00:00
3661,БМ,3628.1,2022-12-18 06:00:00
3662,КСУ БЕН-7,88.5,2022-12-18 10:00:00
3663,КСУ БЕН-9,89.4,2022-12-18 15:00:00
3665,АСН 1-6,54.4,2022-12-18 22:00:00
3667,КСУ СУТ,40,2022-12-18 23:00:00
3668,КСУ БЕН-8,155.5,2022-12-19 04:00:00
3669,БМ,3489.1,2022-12-19 06:00:00
3670,АСН-1,38.4,2022-12-19 08:10:00
3671,КСУ БЕН-1,94.1,2022-12-19 10:00:00
3672,КСУ БЕН-5,74.1,2022-12-19 16:00:00
3674,АСН 1-6,33.4,2022-12-19 22:00:00
3676,КСУ СУТ,44.9,2022-12-19 23:00:00
3677,КСУ БЕН-9,100.1,2022-12-20 04:00:00
3678,БМ,2455.7,2022-12-20 06:00:00
3679,АСН-1,25.6,2022-12-20 08:15:00
3680,КСУ БЕН-3,106.3,2022-12-20 10:00:00
3681,АСН-1,28.4,2022-12-20 14:15:00
3682,КСУ-БЕН-4,76.5,2022-12-20 16:00:00
3684,АСН 1-6,41.4,2022-12-20 22:00:00
3686,КСУ СУТ,51.9,2022-12-20 23:00:00
3687,КСУ БЕН-2,74.4,2022-12-21 04:00:00
3688,БМ,4511.3,2022-12-21 06:00:00
3689,АСН-1,26.6,2022-12-21 08:05:00
3690,КСУ БЕН-4,117,2022-12-21 10:00:00
3691,АСН-1,28.9,2022-12-21 14:05:00
3692,КСУ БЕН-6,102.4,2022-12-21 16:00:00
3694,АСН 1-6,53.4,2022-12-21 22:00:00
3696,КСУ СУТ,86,2022-12-21 23:00:00
3697,АСН-1,24.4,2022-12-22 00:45:00
3698,КСУ БЕН-2,124.8,2022-12-22 04:00:00
3699,БМ,4220.7,2022-12-22 06:00:00
3700,АСН-1,52.8,2022-12-22 08:10:00
3701,КСУ БЕН-7,99.6,2022-12-22 10:00:00
3702,АСН-1,31.9,2022-12-22 14:10:00
3703,КСУ БЕН-2,92,2022-12-22 16:00:00
3705,АСН1-6,28.7,2022-12-22 22:00:00
3707,КСУ СУТ,88.5,2022-12-22 23:00:00
3708,КСУ БЕН-6,115.4,2022-12-23 04:00:00
3709,БМ,4459.3,2022-12-23 06:00:00
3710,АСН-2,43.3,2022-12-23 08:30:00
3711,КСУ БЕН-4,94.5,2022-12-23 10:00:00
3712,КСУ БЕН-5,123.4,2022-12-23 16:00:00
3714,АСН1-6,26.1,2022-12-23 22:00:00
3716,КСУ СУТ,29.7,2022-12-23 23:00:00
3717,КСУ БЕН-3,91.2,2022-12-24 04:00:00
3718,БМ,4376.6,2022-12-24 06:00:00
3719,АСН-2,32,2022-12-24 08:10:00
3720,КСУ БЕН-6,91.6,2022-12-24 10:00:00
3721,КСУ БЕН-2,102.2,2022-12-24 16:00:00
3723,АСН1-6,34.8,2022-12-24 22:00:00
3725,КСУ СУТ,42.2,2022-12-24 23:00:00
3726,КСУ БЕН-8,91.8,2022-12-25 04:00:00
3727,БМ,3923.2,2022-12-25 06:00:00
3728,АСН-2,57.8,2022-12-25 08:20:00
3729,КСУ БЕН-4,132.9,2022-12-25 10:00:00
3730,КСУ БЕН-8,91.7,2022-12-25 16:00:00
3732,АСН1-6,36,2022-12-25 22:00:00
3734,КСУ СУТ,38.2,2022-12-25 23:00:00
3735,АСН-2,45.6,2022-12-26 00:10:00
3736,КСУ БЕН-5,128,2022-12-26 04:00:00
3737,БМ,3503.1,2022-12-26 06:00:00
3738,АСН-2,52.1,2022-12-26 08:10:00
3739,КСУ БЕН-7,100.9,2022-12-26 10:00:00
3740,КСУ БЕН-1,100.3,2022-12-26 16:00:00
3742,АСН1-6,36.1,2022-12-26 22:00:00
3744,КСУ СУТ,91.3,2022-12-26 23:00:00
3745,КСУ БЕН-7,140.1,2022-12-27 04:00:00
3746,БМ,3821.2,2022-12-27 06:00:00
3747,АСН-2,54.5,2022-12-27 07:00:00
3748,КСУ БЕН-1,104.3,2022-12-27 10:00:00
3749,КСУ БЕН-4,89.5,2022-12-27 16:00:00
3751,АСН1-6,72.1,2022-12-27 22:00:00
3753,КСУ СУТ,58.8,2022-12-27 23:00:00
3754,АСН-2,40.7,2022-12-28 00:20:00
3755,КСУ БЕН-7,120.4,2022-12-28 04:00:00
3756,БМ,3692.2,2022-12-28 06:00:00
3757,АСН-2,29.3,2022-12-28 08:25:00
3758,КСУ БЕН-1,89,2022-12-28 10:00:00
3759,АСН-2,30.4,2022-12-28 14:30:00
3760,КСУ БЕН-2,100.5,2022-12-28 16:00:00
3762,АСН1-6,29.3,2022-12-28 22:00:00
3764,КСУ СУТ,45.4,2022-12-28 23:00:00
3765,КСУ БЕН-7,105.4,2022-12-29 04:00:00
3766,БМ,4225.1,2022-12-29 06:00:00
3767,АСН-1,43.4,2022-12-29 08:10:00
3768,КСУ БЕН-6,111.4,2022-12-29 10:00:00
3769,КСУ БЕН-9,114.6,2022-12-29 16:00:00
3771,АСН1-6,26.4,2022-12-29 22:00:00
3773,КСУ СУТ,77.8,2022-12-29 23:00:00
3774,КСУ БЕН-5,107.4,2022-12-30 04:00:00
3775,БМ,3573.2,2022-12-30 06:00:00
3776,АСН -1,65,2022-12-30 08:15:00
3777,КСУ БЕН-7,77.4,2022-12-30 10:00:00
3778,КСУ БЕН-9,85.1,2022-12-30 16:00:00
3780,АСН1-6,49.3,2022-12-30 22:00:00
3782,КСУ СУТ,28.7,2022-12-30 23:00:00
3783,КСУ БЕН-6,99.1,2022-12-31 04:00:00
3784,БМ,4469.6,2022-12-31 06:00:00
3785,АСН-2,48.4,2022-12-31 08:20:00
3786,КСУ БЕН-9,105.6,2022-12-31 10:00:00
3787,КСУ БЕН-5,95.2,2022-12-31 16:00:00
3789,АСН1-6,63.7,2022-12-31 22:00:00
3790,КСУ СУТ,41.6,2022-12-31 23:00:00
